,id,book_id,isbn,authors,original_publication_year,title,average_rating,ratings_count,small_image_url
3438,3439,89716,142403709,Gennifer Choldenko,2004.0,"Al Capone Does My Shirts (Al Capone at Alcatraz, #1)",3.83,33400,https://images.gr-assets.com/books/1309198452s/89716.jpg
3439,3440,6723348,61558222,"Guillermo del Toro, Chuck Hogan",2009.0,"The Fall (The Strain Trilogy, #2)",3.8,25774,https://images.gr-assets.com/books/1327934155s/6723348.jpg
3440,3441,17378527,545424984,Maggie Stiefvater,2016.0,"The Raven King (The Raven Cycle, #4)",4.32,42427,https://images.gr-assets.com/books/1477103790s/17378527.jpg
3441,3442,13152287,449010880,"Pamela Druckerman, Abby Craden",2012.0,Bringing Up Bébé: One American Mother Discovers the Wisdom of French Parenting,3.95,18276,https://images.gr-assets.com/books/1327009243s/13152287.jpg
3442,3443,6538,425192733,Patricia Cornwell,2002.0,Portrait of a Killer: Jack the Ripper - Case Closed,3.44,28506,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3443,3444,448873,60824972,Megan Whalen Turner,1996.0,"The Thief (The Queen's Thief, #1)",3.92,40807,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3444,3445,235718,758216416,Richelle Mead,2007.0,"Succubus Blues (Georgina Kincaid, #1)",3.94,43289,https://images.gr-assets.com/books/1361624810s/235718.jpg
3445,3446,8874743,755379284,Sarah Winman,2011.0,When God Was a Rabbit,3.67,24660,https://images.gr-assets.com/books/1311417203s/8874743.jpg
3446,3447,18003300,473235501,Lang Leav,2013.0,Love & Misadventure,4.05,28782,https://images.gr-assets.com/books/1370084153s/18003300.jpg
3447,3448,6515834,1434767957,"Francis Chan, Danae Yankoski",2009.0,Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit,4.17,27044,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3448,3449,85392,671023187,Vince Flynn,1997.0,Term Limits,4.3,25200,https://images.gr-assets.com/books/1311847654s/85392.jpg
3449,3450,7948230,60594667,Tom Franklin,2009.0,"Crooked Letter, Crooked Letter",3.82,28875,https://images.gr-assets.com/books/1292689648s/7948230.jpg
3450,3451,46199,486422453,"Rainer Maria Rilke, Reginald Snell, Franz Xaver Kappus",1929.0,Letters to a Young Poet,4.34,25066,https://images.gr-assets.com/books/1321994947s/46199.jpg
3451,3452,439275,64472795,Meg Cabot,2001.0,"Princess in the Spotlight (The Princess Diaries, #2)",3.67,41713,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3452,3453,12425532,1250003326,Anna Banks,2012.0,"Of Poseidon (The Syrena Legacy, #1)",4.04,38535,https://images.gr-assets.com/books/1327879889s/12425532.jpg
3453,3454,84140,312984820,Sherrilyn Kenyon,2002.0,Night Embrace (Dark-Hunter #2),4.25,29663,https://images.gr-assets.com/books/1171050611s/84140.jpg
3454,3455,110444,446696587,James Patterson,2003.0,"The Lake House (When the Wind Blows, #2)",3.79,30318,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3455,3456,80566,61340634,Ann Patchett,2007.0,Run,3.53,29231,https://images.gr-assets.com/books/1327362631s/80566.jpg
3456,3457,203220,879234628,"Charles Baudelaire, Richard Howard",1857.0,Les Fleurs du Mal,4.26,27124,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3457,3458,16169737,345543068,"Janet Evanovich, Lee Goldberg",2013.0,"The Heist (Fox and O'Hare, #1)",3.78,29834,https://images.gr-assets.com/books/1371429330s/16169737.jpg
3458,3459,49540,192838679,"Pierre-Ambroise Choderlos de Laclos, Douglas Parmée",1782.0,Les Liaisons dangereuses,4.07,28428,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3459,3460,164531,486410226,E. Nesbit,1906.0,The Railway Children,3.99,35196,https://images.gr-assets.com/books/1328865877s/164531.jpg
3460,3461,26245853,1455566020,David Baldacci,2016.0,"The Last Mile (Amos Decker, #2)",4.22,17326,https://images.gr-assets.com/books/1450227326s/26245853.jpg
3461,3462,8785374,038561926X,Terry Pratchett,2011.0,"Snuff (Discworld, #39; City Watch #8)",4.15,30570,https://images.gr-assets.com/books/1302694636s/8785374.jpg
3462,3463,8559047,441020429,Ilona Andrews,2011.0,"Magic Slays (Kate Daniels, #5)",4.43,44588,https://images.gr-assets.com/books/1288727226s/8559047.jpg
3463,3464,5128,60595183,Aldous Huxley,1956.0,The Doors of Perception & Heaven and Hell,3.96,24213,https://images.gr-assets.com/books/1375947566s/5128.jpg
3464,3465,315519,440174244,Irwin Shaw,1969.0,"Rich Man, Poor Man",4.15,28024,https://images.gr-assets.com/books/1353725186s/315519.jpg
3465,3466,25817531,62413864,Gilly Macmillan,2015.0,What She Knew,3.89,25865,https://images.gr-assets.com/books/1441801604s/25817531.jpg
3466,3467,13495034,316069434,Michael Connelly,2012.0,"The Black Box (Harry Bosch, #18; Harry Bosch Universe, #22)",4.09,25288,https://images.gr-assets.com/books/1344765247s/13495034.jpg
3467,3468,5180,425162443,Sheri Reynolds,1995.0,The Rapture of Canaan,3.8,30267,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3468,3469,38169,60741872,Pat Frank,1959.0,"Alas, Babylon",4.07,28386,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3469,3470,184661,743499697,Vince Flynn,2000.0,"The Third Option (Mitch Rapp, #4)",4.26,24598,https://images.gr-assets.com/books/1314830587s/184661.jpg
3470,3471,1238684,439846803,Kazu Kibuishi,2008.0,"The Stonekeeper (Amulet, #1)",4.15,32830,https://images.gr-assets.com/books/1327866356s/1238684.jpg
3471,3472,284996,374515360,Flannery O'Connor,1971.0,The Complete Stories,4.44,27352,https://images.gr-assets.com/books/1489956381s/284996.jpg
3472,3473,6780439,1847386823,L.J. Smith,1991.0,"Dark Visions (Dark Visions, #1-3)",4.19,33023,https://images.gr-assets.com/books/1296605183s/6780439.jpg
3473,3474,18138189,425265625,Anthony  Ryan,2014.0,"Tower Lord (Raven's Shadow, #2)",4.19,23765,https://images.gr-assets.com/books/1382486392s/18138189.jpg
3474,3475,5355136,312380720,Lisa Scottoline,2009.0,Look Again,3.85,29598,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3475,3476,4264,1573226882,Nick Hornby,1992.0,Fever Pitch,3.72,25374,https://images.gr-assets.com/books/1426114203s/4264.jpg
3476,3477,31343,8466302948,Anne Rice,1998.0,"Pandora (New Tales of the Vampires, #1)",3.73,33383,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3477,3478,12700306,345533623,Kevin Hearne,2012.0,"Tricked (The Iron Druid Chronicles, #4)",4.25,30578,https://images.gr-assets.com/books/1324455119s/12700306.jpg
3478,3479,106393,1416521690,Sister Souljah,1999.0,The Coldest Winter Ever,4.47,23737,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3479,3480,402843,834800799,Shunryu Suzuki,1970.0,"Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice",4.23,24481,https://images.gr-assets.com/books/1392992935s/402843.jpg
3480,3481,25489025,553448188,"Han Kang, Deborah     Smith",2007.0,The Vegetarian,3.59,27242,https://images.gr-assets.com/books/1478196580s/25489025.jpg
3481,3482,333538,805211063,"Franz Kafka, Mark Harman, Regaip Minareci, Şerif Yeşilbucak",1926.0,The Castle,3.97,25043,https://images.gr-assets.com/books/1331696371s/333538.jpg
3482,3483,15985373,425256855,Mark  Lawrence,2013.0,"Emperor of Thorns (The Broken Empire, #3)",4.27,21143,https://images.gr-assets.com/books/1352546239s/15985373.jpg
3483,3484,5206937,1605977276,Jonathan Swift,1729.0,A Modest Proposal,4.05,31485,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3484,3485,51299,307265773,Sam Harris,2006.0,Letter to a Christian Nation,4.04,25570,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3485,3486,6441509,006172081X,L.J. Smith,2010.0,"Shadow Souls (The Vampire Diaries: The Return, #2)",3.79,31445,https://images.gr-assets.com/books/1347424332s/6441509.jpg
3486,3487,781046,670060291,Susane Colasanti,2006.0,When It Happens,3.74,32443,https://images.gr-assets.com/books/1268350521s/781046.jpg
3487,3488,40929,375756787,Edmund Morris,1979.0,The Rise of Theodore Roosevelt,4.25,26920,https://images.gr-assets.com/books/1452010007s/40929.jpg
3488,3489,24983,553562738,Connie Willis,1992.0,"Doomsday Book (Oxford Time Travel, #1)",4.03,33000,https://images.gr-assets.com/books/1403972500s/24983.jpg
3489,3490,20767918,1455521191,David Baldacci,2014.0,"The Escape (John Puller, #3)",4.14,18073,https://images.gr-assets.com/books/1404163742s/20767918.jpg
3490,3491,20342617,812994523,Bryan Stevenson,2014.0,Just Mercy: A Story of Justice and Redemption,4.58,27173,https://images.gr-assets.com/books/1420795201s/20342617.jpg
3491,3492,110694,552148067,David Eddings,1991.0,"The Seeress of Kell (The Malloreon, #5)",4.12,32127,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3492,3493,34452,446520594,Brian L. Weiss,1988.0,"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past Life Therapy That Changed Both Their Lives",4.17,18956,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3493,3494,20881071,316225932,Michael Connelly,2014.0,"The Burning Room (Harry Bosch, #19; Harry Bosch Universe, #24)",4.05,18672,https://images.gr-assets.com/books/1392997140s/20881071.jpg
3494,3495,84699,385512058,Keith Ferrazzi,2005.0,"Never Eat Alone: And Other Secrets to Success, One Relationship at a Time",3.8,25826,https://images.gr-assets.com/books/1320417949s/84699.jpg
3495,3496,6871617,61783188,Jeaniene Frost,2011.0,"This Side of the Grave (Night Huntress, #5)",4.28,45825,https://images.gr-assets.com/books/1282659107s/6871617.jpg
3496,3497,153784,679889175,Tamora Pierce,1999.0,"First Test (Protector of the Small, #1)",4.24,40036,https://images.gr-assets.com/books/1320478357s/153784.jpg
3497,3498,1162022,670070297,Melina Marchetta,2006.0,On the Jellicoe Road,4.15,33398,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3498,3499,3061,395530075,"Kimon Nicolaides, Mamie Harmon",1941.0,The Natural Way to Draw,3.88,30880,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3499,3500,66692,088038672X,R.A. Salvatore,1989.0,"Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)",4.14,26237,https://images.gr-assets.com/books/1457322786s/66692.jpg
3500,3501,16249,345475690,Lorna Landvik,2003.0,Angry Housewives Eating Bon Bons,3.78,28453,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3501,3502,16052012,076366040X,"Kate DiCamillo, K.G. Campbell",2013.0,Flora and Ulysses: The Illuminated Adventures,3.87,27839,https://images.gr-assets.com/books/1424980670s/16052012.jpg
3502,3503,158119,140130866X,Cecelia Ahern,2005.0,If You Could See Me Now,3.84,28891,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3503,3504,67,61159174,Edward P. Jones,2003.0,The Known World,3.82,26550,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3504,3505,38462,141186356,James     Baldwin,1956.0,Giovanni's Room,4.21,24202,https://images.gr-assets.com/books/1501485157s/38462.jpg
3505,3506,856917,1421500167,Yuu Watase,NA,"Absolute Boyfriend, Vol. 1",4.01,29385,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3506,3507,17333227,316069515,Michael Connelly,2013.0,"The Gods of Guilt (Mickey Haller, #6; Harry Bosch Universe, #23)",4.09,21903,https://images.gr-assets.com/books/1362529630s/17333227.jpg
3507,3508,12749,142437964,"Marcel Proust, Simon Vance, Lydia Davis",1913.0,"Swann's Way (In Search of Lost Time, #1)",4.14,24595,https://images.gr-assets.com/books/1452956236s/12749.jpg
3508,3509,682920,859536599,"Don    Wood, Audrey Wood",1984.0,"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear",4.31,30926,https://images.gr-assets.com/books/1413750983s/682920.jpg
3509,3510,30245,515136816,Laurell K. Hamilton,2003.0,"Cerulean Sins (Anita Blake, Vampire Hunter, #11)",3.84,40737,https://images.gr-assets.com/books/1396595697s/30245.jpg
3510,3511,149196,553280589,"Isabel Allende, Margaret Sayers Peden",1987.0,Eva Luna,3.95,27534,https://images.gr-assets.com/books/1478631242s/149196.jpg
3511,3512,9634967,385533853,Daniel H. Wilson,2011.0,"Robopocalypse (Robopocalypse, #1)",3.67,25914,https://images.gr-assets.com/books/1327885891s/9634967.jpg
3512,3513,32432,553579754,Dean Koontz,1998.0,"Fear Nothing (Moonlight Bay, #1)",3.99,28875,https://images.gr-assets.com/books/1168390806s/32432.jpg
3513,3514,6547187,61583227,Jeaniene Frost,2010.0,"First Drop of Crimson (Night Huntress World, #1)",4.15,43188,https://images.gr-assets.com/books/1255471887s/6547187.jpg
3514,3515,1434105,312377630,Janet Evanovich,2008.0,"Plum Lucky (Stephanie Plum, #13.5)",3.72,39872,https://images.gr-assets.com/books/1217483848s/1434105.jpg
3515,3516,2334751,718149122,Marian Keyes,2008.0,This Charming Man,3.75,28095,https://images.gr-assets.com/books/1328451976s/2334751.jpg
3516,3517,4110198,1846052580,"James Patterson, Maxine Paetro",2009.0,"The 8th Confession (Women's Murder Club, #8)",4.02,29973,https://images.gr-assets.com/books/1408315092s/4110198.jpg
3517,3518,51070,60533994,Sue Townsend,1982.0,"The Secret Diary of Adrian Mole, Aged 13 3/4  (Adrian Mole, #1)",3.85,28952,https://images.gr-assets.com/books/1285269220s/51070.jpg
3518,3519,31196,1400034205,W. Somerset Maugham,1944.0,The Razor's Edge,4.18,25267,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3519,3520,47559,399504338,Edward Gorey,1972.0,"Amphigorey (Amphigorey, #1)",4.08,28815,https://images.gr-assets.com/books/1327649608s/47559.jpg
3520,3521,14498,1401210074,"Mike Carey, Glenn Fabry, Neil Gaiman",1996.0,Neil Gaiman's Neverwhere,4.21,29375,https://images.gr-assets.com/books/1309582431s/14498.jpg
3521,3522,4447622,451226259,Chloe Neill,2009.0,"Some Girls Bite (Chicagoland Vampires, #1)",4.01,46825,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3522,3523,17143,141185910,James     Baldwin,1953.0,Go Tell It on the Mountain,4.0,27845,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3523,3524,27000,142004030,Jasper Fforde,2002.0,"Lost in a Good Book (Thursday Next, #2)",4.14,37873,https://images.gr-assets.com/books/1419889476s/27000.jpg
3524,3525,16113737,812994868,"Naoki Higashida, K.A. Yoshida, David Mitchell",2005.0,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,3.78,25504,https://images.gr-assets.com/books/1384018847s/16113737.jpg
3525,3526,26252859,148473274X,Rick Riordan,2016.0,"The Hidden Oracle (The Trials of Apollo, #1)",4.33,45127,https://images.gr-assets.com/books/1449765273s/26252859.jpg
3526,3527,7039218,006178320X,Jeaniene Frost,2012.0,"Once Burned (Night Prince, #1)",4.24,44106,https://images.gr-assets.com/books/1335738276s/7039218.jpg
3527,3528,24911006,385538731,Jon Krakauer,2015.0,Missoula: Rape and the Justice System in a College Town,4.06,24270,https://images.gr-assets.com/books/1491227618s/24911006.jpg
3528,3529,509784,449016196,Isaac Asimov,1955.0,The End of Eternity,4.21,26560,https://images.gr-assets.com/books/1405527675s/509784.jpg
3529,3530,371787,345369351,David Eddings,1989.0,"Sorceress of Darshiva (The Malloreon, #4)",4.09,34086,https://images.gr-assets.com/books/1342438281s/371787.jpg
3530,3531,65497,553805592,Janette Oke,1979.0,"Love Comes Softly (Love Comes Softly, #1)",4.22,28690,https://images.gr-assets.com/books/1273177650s/65497.jpg
3531,3532,18666047,804178321,Joe Abercrombie,2014.0,"Half a King (Shattered Sea, #1)",3.98,23911,https://images.gr-assets.com/books/1389378321s/18666047.jpg
3532,3533,78987,312997140,Jeffrey Archer,1982.0,"The Prodigal Daughter (Kane & Abel, #2)",3.92,25523,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3533,3534,12652457,NA,Brent Weeks,2014.0,"The Broken Eye (Lightbringer, #3)",4.46,27754,https://images.gr-assets.com/books/1376583941s/12652457.jpg
3534,3535,53022,684807319,"W.B. Yeats, Richard J. Finneran",1997.0,The Collected Poems of W.B. Yeats,4.25,28327,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3535,3536,153800,NA,Tamora Pierce,2002.0,"Lady Knight (Protector of the Small, #4)",4.3,37403,https://images.gr-assets.com/books/1215394344s/153800.jpg
3536,3537,627984,446577391,David Baldacci,2007.0,"Stone Cold (Camel Club, #3)",4.11,27510,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3537,3538,3831279,NA,أحمد مراد,2007.0,ڤيرتيجو,3.72,17001,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3538,3539,1215290,307020711,"Barbara Shook Hazen, Robert Lewis May, Richard Scarry",1958.0,Rudolph the Red-Nosed Reindeer,4.3,33355,https://images.gr-assets.com/books/1330095176s/1215290.jpg
3539,3540,9555,679750533,"Haruki Murakami, Jay Rubin, Alfred Birnbaum",1993.0,The Elephant Vanishes,3.88,23950,https://images.gr-assets.com/books/1391384346s/9555.jpg
3540,3541,218427,345475836,Frederik Pohl,1977.0,"Gateway (Heechee Saga, #1)",4.07,29685,https://images.gr-assets.com/books/1441698400s/218427.jpg
3541,3542,15014,71401946,"Kerry Patterson, Joseph Grenny, Ron McMillan, Al Switzler, Stephen R. Covey",2001.0,Crucial Conversations: Tools for Talking When Stakes Are High,4.0,26172,https://images.gr-assets.com/books/1497193248s/15014.jpg
3542,3543,25669,385418493,Thomas Cahill,1995.0,How the Irish Saved Civilization,3.81,29586,https://images.gr-assets.com/books/1403191471s/25669.jpg
3543,3544,30071,1582406197,"Robert Kirkman, Tony Moore, Charlie Adlard, Cliff Rathburn",2004.0,"The Walking Dead, Book One (The Walking Dead #1-12)",4.36,30691,https://images.gr-assets.com/books/1464733555s/30071.jpg
3544,3545,13615414,393081575,Mary Roach,2013.0,Gulp: Adventures on the Alimentary Canal,3.92,27523,https://images.gr-assets.com/books/1352232547s/13615414.jpg
3545,3546,53645,767903382,Ruth Reichl,1998.0,Tender at the Bone: Growing Up at the Table,4.05,27718,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3546,3547,34492,60890312,Terry Pratchett,2006.0,"Wintersmith (Discworld, #35; Tiffany Aching, #3)",4.22,33917,https://images.gr-assets.com/books/1290229201s/34492.jpg
3547,3548,22327,743457587,William  Gibson,1956.0,The Miracle Worker,4.21,28617,https://images.gr-assets.com/books/1419184250s/22327.jpg
3548,3549,16033906,425267067,Maya Banks,2013.0,"Fever (Breathless, #2)",4.01,39102,https://images.gr-assets.com/books/1359944376s/16033906.jpg
3549,3550,783291,316677469,Alice Sebold,2007.0,The Almost Moon,2.67,28299,https://images.gr-assets.com/books/1310421579s/783291.jpg
3550,3551,41913,307279901,P.D. James,1992.0,The Children of Men,3.69,28139,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
